task_ids,text,labels,num_annotators
"[196, 517, 806, 231, 262, 73, 75, 272, 113, 246]","5.4 A Bank nem felel azokért az eseményekért, nem teljesítésekért, amelyek abból adódnak, hogy az Ügyfél/Felhasználó nem megfelelően alkalmazza az olvasót.","{'5-Könnyen érthető': 6, '4-Érthető': 6}",12
"[197, 518, 807, 232, 263, 74, 76, 273, 114, 247]","5.5 Az üzemeltető kötelezettséget vállal arra, hogy minden tőle elvárhatót megtesz annak érdekében, hogy kiszűrje az arra jogosultsággal nem rendelkezők általi szolgáltatás igénybevételét, ennek biztosítására folyamatos rendszergazdai felügyeletet tart fenn. A Bank nem vizsgálja az Ügyfélnek/Felhasználónak az olvasó használatára vonatkozó jogosultságát, illetve a használat körülményeit. Az illetéktelen használatból eredő károkozások miatti felelősség kizárólag az üzemeltetőt terheli, az a Bankra semmiképpen sem hárítható át.","{'4-Érthető': 4, '3-Többé/kevésbé megértem': 3, '2-Nehezen érthető': 5}",12
"[198, 519, 808, 233, 264, 75, 77, 274, 115, 248]","5.6 Az e fejezetben előírtak alkalmazandók abban az esetben is, ha az Ügyfél/Felhasználó a szolgáltatást nem az annak igénybevételéhez szükséges banki eszközökkel használja.","{'5-Könnyen érthető': 5, '4-Érthető': 6, '3-Többé/kevésbé megértem': 1}",12
"[520, 809, 234, 76, 78, 116, 249]","VI. A szolgáltatás igénybevételének általános és műszaki feltételei, a meghajtó program telepítése és az olvasó üzembehelyezése","{'5-Könnyen érthető': 4, '4-Érthető': 4}",8
"[200, 521, 810, 235, 266, 77, 79, 276, 117, 250]","6.1 A szolgáltatást azon Ügyfél veheti igénybe, aki a megfelelő számla nyitására és vezetésére vonatkozó, a Bankkal kötött érvényes és hatályos szerződéssel rendelkezik.","{'5-Könnyen érthető': 7, '4-Érthető': 4, '3-Többé/kevésbé megértem': 1}",12
"[201, 522, 811, 236, 267, 78, 80, 277, 118, 251]","6.3 Az Ügyfél az e-bank azonosító kártya és az olvasó bankfióki átvételét követően az olvasóhoz szükséges meghajtóprogramot K&H lakossági e-bank szolgáltatás esetén a https://ebank.khb.hu/lakossag, K&H trambulin e-bank szolgáltatás esetén a https://ebank.khb.hu/trambulin oldalról, míg K&H vállalkozói e-bank szolgáltatás esetén a https://ebank.khb.hu/vallalat Internetes címről letölti, majd a telepítési útmutató szerint telepíti. A telepítést követően a szolgáltatás használható.","{'3-Többé/kevésbé megértem': 6, '2-Nehezen érthető': 4, '4-Érthető': 2}",12
"[202, 523, 812, 237, 268, 79, 81, 278, 119, 252]","6.4 A szolgáltatás használatához szükséges felhasználói kézikönyv letölthető K&H lakossági e-bank szolgáltatás esetén a https://ebank.khb.hu/lakossag, K&H trambulin e-bank szolgáltatás esetén a https://ebank.khb.hu/trambulin oldalról, míg K&H vállalkozói e-bank szolgáltatás esetén a https://ebank.khb.hu/vallalat Internetes címről.","{'3-Többé/kevésbé megértem': 5, '4-Érthető': 4, '5-Könnyen érthető': 3}",12
"[524, 813, 238, 80, 82, 120, 253]",VII. Felhasználók és hozzáférési jogosultságuk K&H vállalkozói e-bank esetében,"{'1-Nagyon nehezen érthető': 1, '5-Könnyen érthető': 6, '2-Nehezen érthető': 1}",8
"[204, 525, 814, 239, 270, 81, 83, 280, 121, 254]",7.1 A Ügyfél az „Adatlap” elnevezésű nyomtatványon adja meg a szolgáltatás használatára felhatalmazott természetes személy Felhasználókat és hozzáférési joguk terjedelmét.,"{'5-Könnyen érthető': 5, '4-Érthető': 6, '3-Többé/kevésbé megértem': 1}",12
"[205, 526, 815, 240, 271, 82, 84, 281, 122, 255]","7.2 A hozzáférési jogok az e-bank azonosító kártyához vannak hozzárendelve, és kizárólag a szolgáltatásra vonatkoznak.","{'5-Könnyen érthető': 7, '4-Érthető': 4, '3-Többé/kevésbé megértem': 1}",12
"[256, 206, 527, 816, 241, 272, 83, 85, 282, 123]","7.3 A hozzáférési jog meghatározásánál kizárólag az Ügyfél felelőssége, hogy a szolgáltatás használatára mely személynek, személyeknek ad felhatalmazást. Az elektronikus banki műveletek teljesítésekor a Bank azt tekinti jogszerű Felhasználónak, akit az Ügyfél a rendelkezésnek megfelelően, a Bank számára ekként bejelentett.","{'4-Érthető': 7, '3-Többé/kevésbé megértem': 4, '5-Könnyen érthető': 1}",12
"[257, 207, 528, 817, 242, 273, 84, 86, 283, 124]","7.4 A Bank az Ügyfél bejelentése alapján központilag beállítja a Felhasználó jogosultságát, és legyártja az e- bank azonosító kártyát, amelyet az adott Felhasználó részére személyesen átad.","{'5-Könnyen érthető': 8, '4-Érthető': 3, '3-Többé/kevésbé megértem': 1}",12
"[258, 208, 529, 818, 243, 274, 85, 87, 284, 125]","7.5 A Felhasználó az érvényes e-bank azonosító kártyával és a hozzá tartozó PIN kód megadásával, a részére meghatározott hozzáférési jog keretén belül, a rendelkezésnek megfelelően végezhet elektronikus banki műveleteket. Az Ügyfél/Felhasználó köteles gondoskodni arról, hogy az e-bank azonosító kártyához, és hozzá tartozó PIN kódhoz kizárólag az arra jogosult személy férhessen hozzá. Az e kötelezettség megszegése következtében előállt károk tekintetében a Bank nem vállal felelősséget.","{'4-Érthető': 6, '3-Többé/kevésbé megértem': 5, '2-Nehezen érthető': 1}",12
"[259, 209, 530, 819, 244, 275, 86, 88, 285, 126]",7.6 A hozzáférési jog lehet: teljes rendelkezési jog a számlák felett.,"{'5-Könnyen érthető': 9, '4-Érthető': 2, '2-Nehezen érthető': 1}",12
"[260, 210, 531, 820, 245, 276, 87, 89, 286, 127]","7.7 Az Ügyfél az „Adatlap” elnevezésű nyomtatvány mellékletében írásban jelezheti a Felhasználó hozzáférési jogának módosítását, megszüntetését, felfüggesztését, illetve a felfüggesztés feloldását, amelyet a Bank egy órán belül telefaxon, a megadott számra visszaigazol. A hozzáférési jog felfüggesztéséért és a felfüggesztés feloldásáért fizetendő díjat a Hirdetmény tartalmazza.","{'4-Érthető': 7, '3-Többé/kevésbé megértem': 5}",12
"[128, 261, 211, 532, 821, 246, 277, 88, 90, 287]","7.8 2005. november 1-je előtt szerződött Ügyfelek esetében az aláírási jogokat 1-10 közötti pontértékkel kell meghatározni, minden aláírási joggal rendelkező Felhasználó tekintetében. A Bank a 10 ponttal aláírt megbízásokat fogadja el. A számlánként definiált aláírások adott számla tekintetében, kizárólag a szolgáltatás igénybevételével indított megbízásokra vonatkoznak. A hozzáférési jog szempontjából cégszintű aláírások, kizárólag a szolgáltatás igénybevételével indított betétfelmondáshoz szükségesek.","{'3-Többé/kevésbé megértem': 7, '2-Nehezen érthető': 3, '1-Nagyon nehezen érthető': 1}",11
"[129, 262, 822, 247, 89, 91]",IX. A szerződés megszűnése,"{'5-Könnyen érthető': 5, '2-Nehezen érthető': 1}",6
"[289, 130, 263, 279, 213, 534, 823, 248, 90, 92]","9.1 A szerződés megszűnik: (a) a Bank azonnali hatályú felmondásával, (b) a Bank vagy az Ügyfél rendes felmondásával, (c) közös megegyezéssel a Bank és az Ügyfél által meghatározott időpontban, (d) valamennyi e-bank azonosító kártya lejárati idejével, ha új azonosító kártya kibocsátására nem kerül sor, (e) az Ügyfél halálával, illetve jogutód nélkül történő megszűnésével, (f) a szolgáltatás alapjául szolgáló bankszámlaszerződés(ek) bármilyen okból történő megszűnésével.","{'3-Többé/kevésbé megértem': 5, '5-Könnyen érthető': 2, '4-Érthető': 3, '2-Nehezen érthető': 1}",11
"[280, 290, 131, 264, 214, 535, 824, 249, 91, 93]","9.2 A szerződést a Bank indokolás nélkül, írásban 30 naptári napos felmondási idővel jogosult felmondani (rendes felmondás).","{'5-Könnyen érthető': 10, '4-Érthető': 1}",11
"[291, 132, 281, 265, 215, 536, 825, 250, 92, 94]","9.3 A szerződés bármely okból történő megszűnésekor az Ügyfél és valamennyi Felhasználó hozzáférési joga is megszűnik, amelynek következtében a szolgáltatás igénybevételére a továbbiakban nincsen lehetőség.","{'5-Könnyen érthető': 6, '4-Érthető': 5}",11
"[292, 133, 266, 282, 216, 537, 826, 251, 93, 95]","9.4 Az Ügyfél rendes felmondással a szerződést – amennyiben ezen eszközöket az e-bank szolgáltatáshoz igényelte - az e-bank azonosító kártya és az olvasó honos bankfiókban történő egyidejű leadása mellett, a Bankkal szemben fennálló, valamennyi fizetési kötelezettségének egyidejű teljesítése mellett, bármikor, 30 naptári napos felmondási határidővel jogosult megszüntetni.","{'5-Könnyen érthető': 1, '4-Érthető': 5, '3-Többé/kevésbé megértem': 5}",11
"[96, 293, 134, 267, 283, 217, 538, 827, 252, 94]","9.5 Ügyfél köteles – amennyiben ezen eszközöket az e-bank szolgáltatáshoz igényelte - az e-bank azonosító kártyát, valamint az olvasót a szerződés megszűnésekor a Banknak a megszűnés napjától számított 15 naptári napon belül visszaadni. A visszaadás elmulasztásából eredő valamennyi kár az Ügyfelet terheli. Amennyiben a szerződés megszűnésekor az Ügyfél az olvasót nem, vagy nem megfelelő (a rendeltetésszerű használatot meghaladó mértékben elhasználódott) állapotban vagy késedelmesen szolgáltatja vissza, köteles az olvasó térítési díját a Banknak megfizetni. Ennek késedelmes teljesítése, illetve elmaradása esetén a Bank jogosult az olvasó térítési díját az Ügyféllel szemben haladéktalanul érvényesíteni. Az olvasó térítési díját a Hirdetmény tartalmazza.","{'3-Többé/kevésbé megértem': 7, '4-Érthető': 1, '2-Nehezen érthető': 3}",11
"[97, 294, 135, 268, 284, 218, 539, 828, 253, 95]",9.6 A Bank az Ügyfél súlyos szerződésszegése esetén jogosult a szerződést azonnali hatállyal felmondani. A Bank a felmondás elküldésével egy időben megszünteti az Ügyfél/Felhasználó jogosultságát a szolgáltatás igénybevételére.,"{'5-Könnyen érthető': 4, '4-Érthető': 7}",11
"[96, 98, 295, 136, 269, 285, 219, 540, 829, 254]","9.7 A szerződés bármely okból történő megszűnése nem érinti az Ügyfél egyéb, a Bankkal szemben fennálló szerződéses kapcsolatát.","{'5-Könnyen érthető': 8, '4-Érthető': 2, '3-Többé/kevésbé megértem': 1}",11
"[256, 98, 100, 287, 297, 138, 271, 221, 542, 831]","10.1 A Bank fenntartja a jogot arra, hogy az ÁSZF-ben és a vonatkozó Hirdetményekben foglaltakat a bel- és külföldi pénzügyi viszonyok, a jogszabályok, vagy az ÁSZF-ben foglalt szolgáltatásra, valamint az Ügyfélre vonatkozó kockázat megváltozását felismerve, ahhoz, valamint a Bank üzletpolitikájához igazodva egyoldalúan módosítsa. A módosításra irányuló ajánlatról a Bank a szerződési feltételek esetén közvetlenül, Hirdetményi kondíciók esetén Hirdetmény útján a módosítás hatálybalépése előtt 30 naptári nappal értesíti az Ügyfelet. Amennyiben a módosítást az Ügyfél nem fogadja el, jogosult a szerződést az ajánlat kézhezvételétől, illetve a Hirdetmény közzétételétől számított 30 naptári napon belül felmondani (mely esetben a Bank a szolgáltatást letiltja), ellenkező esetben az Ügyfélre vonatkozóan a módosítás hatályba lép. A 30 naptári napos felmondási idő lejáratáig a szerződés az eredeti feltételekkel áll fenn.","{'2-Nehezen érthető': 4, '3-Többé/kevésbé megértem': 2, '1-Nagyon nehezen érthető': 4, '4-Érthető': 1}",11
"[832, 257, 288, 99, 101, 298, 139, 272, 222, 543]","10.2 A Bank az Ügyfél részére küldendő írásos értesítéseit postai úton, az igénylőlapon megjelölt értesítési címre, illetőleg elektronikus úton küldi. A Bank az értesítés kézhezvételének, illetve elektronikus út esetén hozzáférésének elmaradásáért és az ebből származó esetleges károkért felelősségét kizárja.","{'5-Könnyen érthető': 3, '4-Érthető': 7, '2-Nehezen érthető': 1}",11
"[544, 833, 258, 289, 100, 102, 299, 140, 273, 223]","10.3 Az ÁSZF-ben nem szabályozott kérdésekben a Polgári Törvénykönyvről szóló 1959. évi IV. törvényben, a vonatkozó mindenkori pénzforgalmi valamint az elektronikus fizetési eszközökről szóló jogszabályokban, valamint a Bank Üzletszabályzatában, a tranzakciós szerződésekben, a bankszámla ÁSZF-ben foglaltak az irányadók.","{'4-Érthető': 4, '3-Többé/kevésbé megértem': 2, '2-Nehezen érthető': 4, '1-Nagyon nehezen érthető': 1}",11
"[224, 545, 834, 259, 290, 101, 103, 300, 141, 274]","10.4 A Bank fenntartja a jogot arra, hogy a szolgáltatás színvonalának bővítéséhez, az alkalmazások fejlesztéséhez kapcsolódóan időről időre, frissítse, kiegészítse a felhasználói kézikönyvet. A felhasználói kézikönyv frissítése semmilyen körülmények között nem jelenti a szerződés módosítását, arról a Bank elektronikus formában a „Bank üzeneteiben” tájékoztatja az Ügyfelet.","{'4-Érthető': 6, '5-Könnyen érthető': 3, '3-Többé/kevésbé megértem': 1, '2-Nehezen érthető': 1}",11
"[176, 18, 20, 58, 125, 7838, 191]",II. Általános rendelkezések,"{'5-Könnyen érthető': 8, '1-Nagyon nehezen érthető': 1}",9
"[69, 7849, 202, 473, 187, 29, 31]","III. Felek jogai, kötelezettségei, felelőssége, a megbízások kezelése, az azonosítás","{'5-Könnyen érthető': 6, '4-Érthető': 2, '1-Nagyon nehezen érthető': 1}",9
"[7872, 225, 496, 210, 52, 54, 92]","IV. Az e-bank azonosító kártya, használata, kezelése, letiltása, megújítása, a pótkártya","{'5-Könnyen érthető': 5, '4-Érthető': 2, '2-Nehezen érthető': 1}",8
"[227, 69, 71, 109, 242]",V. Nyilvános helyen történő üzemeltetés,"{'5-Könnyen érthető': 5, '4-Érthető': 1}",6
"[97, 99, 137, 270, 255]",X. Egyéb rendelkezések,"{'5-Könnyen érthető': 4, '1-Nagyon nehezen érthető': 1}",5
